date,budget,invested,pnl,return_pct,cumulative_pnl,n_trades,note
2026-05-18,10000000.0,9885621.48,318916.00000000047,0.03189160000000005,318916.00000000047,3,
2026-05-19,10318916.0,9940156.905000001,-421135.7849999997,-0.040812017948396874,-102219.78499999922,3,
