date,code,shares,open_price,close_price,buy_cost,sell_proceeds,pnl,return_pct
2026-05-18,454910,26,127400.0,132100.0,3314553.06,3426185.23,111632.16999999993,0.03367940352114922
2026-05-18,003550,26,126000.0,132000.0,3278129.4,3423591.6,145462.2000000002,0.04437353815258183
2026-05-18,064400,38,86600.0,88500.0,3292939.02,3354760.6500000004,61821.630000000354,0.018773997825201255
2026-05-19,003550,29,115400.0,111400.0,3348775.29,3222685.0300000003,-126090.25999999978,-0.03765264882852136
2026-05-19,454910,29,117900.0,108200.0,3421322.415,3130112.39,-291210.0249999999,-0.0851162181392951
2026-05-19,006260,6,528000.0,529000.0,3170059.2,3166223.7,-3835.5,-0.0012099143132721305
